Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),System Time,Alert Type (Audio/Text),Action,Description,
5826.25,2,9,2021-05-24 19:01:18,+27.07804,-82.43846,39,0.1,176.6,+5.8,19:01:17,AUDIO,PLAY,SYS_MESSAGE,
5853.81,2,9,2021-05-24 19:01:46,+27.07803,-82.43845,41,0.0,176.6,+5.8,19:01:45,TEXT,SHOW,alertADS-B IN OFFLINE,
5853.81,2,9,2021-05-24 19:01:46,+27.07803,-82.438
3.44,1,8,2021-05-25 00:34:20,+27.07809,-82.43850,49,0.0,31.9,+5.8,00:34:20,AUDIO,PLAY,BOOT,
3.44,1,8,2021-05-25 00:34:20,+27.07809,-82.43850,49,0.0,31.9,+5.8,00:34:20,AUDIO,PLAY,BOOT,
4.62,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,50,0.0,31.9,+5.8,00:34:21,TEXT,SHOW,alertB/U BATT TEST NEE,
4.62,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,50,0.0,31.9,+5.8,00:34:21,TEXT,SHOW,alertMAINT LOG ITEM EX,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,TEXT,SHOW,alertXPNDR FAIL,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_MESSAGE,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,TEXT,SHOW,alertROLL SERVO OFFLIN,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_MESSAGE,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,TEXT,SHOW,alertPITCH SERVO OFFLI,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_MESSAGE,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,TEXT,SHOW,alertADS-B IN OFFLINE,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_CAUTION,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,TEXT,SHOW,alertCOM RADIO PANL OF,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_CAUTION,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_MESSAGE,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_MESSAGE,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8,00:34:22,AUDIO,PLAY,SYS_MESSAGE,
5.25,1,8,2021-05-25 00:34:22,+27.07809,-82.43850,51,0.0,31.9,+5.8
3.25,0,0,,,,,,,+0.0,00:52:34,AUDIO,PLAY,BOOT,
3.25,0,0,,,,,,,+0.0,00:52:34,AUDIO,PLAY,BOOT,
3.44,0,0,,,,,,,+0.0,00:52:34,TEXT,SHOW,alertB/U BATT TEST NEE,
3.44,0,0,,,,,,,+0.0,00:52:34,TEXT,SHOW,alertMAINT LOG ITEM EX,
4.00,0,0,,,,,,,+0.0,00:52:34,TEXT,SHOW,alertXPNDR FAIL,
4.00,0,0,,,,,,,+0.0,00:52:34,TEXT,SHOW,alertROLL SERVO OFFLIN,
4.00,0,0,,,,,,,+0.0,00:52:34,TEXT,SHOW,alertPITCH SERVO OFFLI,
4.00,0,0,,,,,,,+0.0,00:52:34,TEXT,SHOW,alertADS-B IN OFFLINE,
4.00,0,0,,,,,,,+0.0,00:52:34,TEXT,SHOW,alertCOM RADIO PANL OF,
300.44,2,9,2021-05-25 00:57:30,+27.07806,-82.43849,33,0.1,21.0,+5.8,00:57:29,TEXT,SHOW,OIL PRES LOW,
300.44,2,9,2021-05-25 00:57:30,+27.07806,-82.43849,33,0.1,21.0,+5.8,00:57:29,AUDIO,PLAY,EMS_OIL_PRES,
300.44,2,9,2021-05-25 00:57:30,+27.07806,-82.43849,33,0.1,21.0,+5.8,00:57:29,TEXT,SHOW,BATT VOLTS LOW,
300.44,2,9,2021-05-25 00:57:30,+27.07806,-82.43849,33,0.1,21.0,+5.8,00:57:29,AUDIO,PLAY,EMS_VOLTAGE,
300.44,2,9,2021-05-25 00:57:30,+27.07806,-82.43849,33,0.1,21.0,+5.8,00:57:29,AUDIO,PLAY,EMS_OIL_PRES,
300.44,2,9,2021-05-25 00:57:30,+27.07806,-82.43849,33,0.1,21.0,+5.8,00:57:29,AUDIO,PLAY,EMS_VOLTAGE,
622.44,1,9,2021-05-25 01:02:52,+27.07804,-82.43849,42,0.0,21.0,+5.8,01:02:51,TEXT,HIDE,ROLL SERVO OFFLINE,
622.44,1,9,2021-05-25 01:02:52,+27.07804,-82.43849,42,0.0,21.0,+5.8,01:02:51,TEXT,HIDE,PITCH SERVO OFFLINE,
623.25,1,9,2021-05-25 01:02:53,+27.07804,-82.43850,42,0.0,21.0,+5.8,01:02:52,TEXT,HIDE,COM RADIO PANL OFFLINE,
623.25,1,9,2021-05-25 01:02:53,+27.07804,-82.43850,42,0.0,21.0,+5.8,01:02:52,TEXT,SHOW,alertCOM XCEIVER OFFLI,
623.25,1,9,2021-05-25 01:02:53,+27.07804,-82.43850,42,0.0,21.0,+5.8,01:02:52,AUDIO,PLAY,SYS_CAUTION,
623.25,1,9,2021-05-25 01:02:53,+27.07804,-82.43850,42,0.0,21.0,+5.8,01:02:52,AUDIO,PLAY,SYS_CAUTION,
623.94,1,9,2021-05-25 01:02:54,+27.07804,-82.43850,42,0.0,21.0,+5.8,01:02:53,TEXT,HIDE,XPNDR FAIL,
624.12,1,9,2021-05-25 01:02:54,+27.07804,-82.43850,42,0.0,21.0,+5.8,01:02:53,TEXT,HIDE,ADS-B IN OFFLINE,
624.56,1,9,2021-05-25 01:02:54,+27.07804,-82.43850,42,0.0,21.0,+5.8,01:02:54,TEXT,HIDE,COM XCEIVER OFFLINE,
672.50,1,9,2021-05-25 01:03:42,+27.07805,-82.43848,47,0.0,21.0,+5.8,01:03:41,TEXT,SHOW,alertCOM RADIO PANL OF,
672.50,1,9,2021-05-25 01:03:42,+27.07805,-82.43848,47,0.0,21.0,+5.8,01:03:41,AUDIO,PLAY,SYS_CAUTION,
672.50,1,9,2021-05-25 01:03:42,+27.07805,-82.43848,47,0.0,21.0,+5.8,01:03:41,AUDIO,PLAY,SYS_CAUTION,
673.88,1,9,2021-05-25 01:03:44,+27.07805,-82.43848,46,0.1,21.0,+5.8,01:03:43,TEXT,HIDE,COM RADIO PANL OFFLINE,
673.88,1,9,2021-05-25 01:03:44,+27.07805,-82.43848,46,0.1,21.0,+5.8,01:03:43,TEXT,SHOW,alertCOM XCEIVER OFFLI,
673.88,1,9,2021-05-25 01:03:44,+27.07805,-82.43848,46,0.1,21.0,+5.8,01:03:43,AUDIO,PLAY,SYS_CAUTION,
675.25,1,9,2021-05-25 01:03:45,+27.07805,-82.43848,46,0.0,21.0,+5.8,01:03:44,TEXT,HIDE,COM XCEIVER OFFLINE,
675.69,1,9,2021-05-25 01:03:45,+27.07805,-82.43848,46,0.0,21.0,+5.8,01:03:45,TEXT,HIDE,OIL PRES LOW,
675.69,1,9,2021-05-25 01:03:45,+27.07805,-82.43848,46,0.0,21.0,+5.8,01:03:45,AUDIO,STOP,EMS_OIL_PRES,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,TEXT,SHOW,alertROLL SERVO OFFLIN,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,AUDIO,PLAY,SYS_MESSAGE,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,TEXT,SHOW,alertPITCH SERVO OFFLI,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,AUDIO,PLAY,SYS_MESSAGE,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,TEXT,SHOW,alertCOM RADIO PANL OF,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,AUDIO,PLAY,SYS_CAUTION,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,AUDIO,PLAY,SYS_MESSAGE,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,AUDIO,PLAY,SYS_MESSAGE,
863.25,2,9,2021-05-25 01:06:35,+27.07769,-82.43636,15,0.1,267.4,+5.8,01:06:52,AUDIO,PLAY,SYS_CAUTION,
863.56,2,9,2021-05-25 01:06:35,+27.07768,-82.43636,15,0.1,267.4,+5.8,01:06:53,TEXT,SHOW,OIL PRES LOW,
863.56,2,9,2021-05-25 01:06:35,+27.07768,-82.43636,15,0.1,267.4,+5.8,01:06:53,AUDIO,PLAY,EMS_OIL_PRES,
863.56,2,9,2021-05-25 01:06:35,+27.07768,-82.43636,15,0.1,267.4,+5.8,01:06:53,AUDIO,PLAY,EMS_OIL_PRES,
863.88,2,9,2021-05-25 01:06:36,+27.07768,-82.43636,17,0.0,267.4,+5.8,01:06:53,TEXT,SHOW,BATT LOW,
863.88,2,9,2021-05-25 01:06:36,+27.07768,-82.43636,17,0.0,267.4,+5.8,01:06:53,AUDIO,PLAY,EMS_GENERAL,
863.88,2,9,2021-05-25 01:06:36,+27.07768,-82.43636,17,0.0,267.4,+5.8,01:06:53,AUDIO,PLAY,EMS_GENERAL,
863.94,2,9,2021-05-25 01:06:36,+27.07768,-82.43636,17,0.0,267.4,+5.8,01:06:53,TEXT,SHOW,ACM FAULT,
863.94,2,9,2021-05-25 01:06:36,+27.07768,-82.43636,17,0.0,267.4,+5.8,01:06:53,AUDIO,PLAY,EMS_GENERAL,
863.94,2,9,2021-05-25 01:06:36,+27.07
0.56,1,9,2021-05-25 01:16:20,+27.07771,-82.43622,30,0.0,72.6,+5.8,01:16:20,AUDIO,PLAY,BOOT,
0.56,1,9,2021-05-25 01:16:20,+27.07771,-82.43622,30,0.0,72.6,+5.8,01:16:20,AUDIO,PLAY,BOOT,
1.75,1,9,2021-05-25 01:16:22,+27.07771,-82.43622,30,0.0,72.6,+5.8,01:16:21,TEXT,SHOW,alertB/U BATT TEST NEE,
1.75,1,9,2021-05-25 01:16:22,+27.07771,-82.43622,30,0.0,72.6,+5.8,01:16:21,TEXT,SHOW,alertMAINT LOG ITEM EX,
67.81,1,9,2021-05-25 01:17:28,+27.07770,-82.43623,31,0.0,72.6,+5.8,01:17:27,TEXT,SHOW,alertCOM RADIO PANL OF,
67.81,1,9,2021-05-25 01:17:28,+27.07770,-82.43623,31,0.0,72.6,+5.8,01:17:27,AUDIO,PLAY,SYS_CAUTION,
67.81,1,9,2021-05-25 01:17:28,+27.07770,-82.43623,31,0.0,72.6,+5.8,01:17:27,AUDIO,PLAY,SYS_CAUTION,
69.12,1,9,2021-05-25 01:17:29,+27.07770,-82.43623,31,0.1,72.6,+5.8,01:17:29,TEXT,HIDE,COM RADIO PANL OFFLINE,
69.12,1,9,2021-05-25 01:17:29,+27.07770,-82.43623,31,0.1,72.6,+5.8,01:17:29,TEXT,SHOW,alertCOM XCEIVER OFFLI,
69.12,1,9,2021-05-25 01:17:29,+27.07770,-82.43623,31,0.1,72.6,+5.8,01:17:29,AUDIO,PLAY,SYS_CAUTION,
70.44,1,9,2021-05-25 01:17:30,+27.07770,-82.43623,31,0.0,72.6,+5.8,01:17:30,TEXT,SHOW,BATT VOLTS LOW,
70.44,1,9,2021-05-25 01:17:30,+27.07770,-82.43623,31,0.0,72.6,+5.8,01:17:30,AUDIO,PLAY,EMS_VOLTAGE,
70.44,1,9,2021-05-25 01:17:30,+27.07770,-82.43623,31,0.0,72.6,+5.8,01:17:30,AUDIO,PLAY,EMS_VOLTAGE,
70.56,1,9,2021-05-25 01:17:30,+27.07770,-82.43623,31,0.0,72.6,+5.8,01:17:30,TEXT,HIDE,COM XCEIVER OFFLINE,
322.88,2,10,2021-05-25 01:21:43,+27.07732,-82.43868,19,12.5,272.1,+5.8,01:21:42,TEXT,ACK,BATT VOLTS LOW,
322.88,2,10,2021-05-25 01:21:43,+27.07732,-82.43868,19,12.5,272.1,+5.8,01:21:42,TEXT,ACK,MAINT LOG ITEM EXPIRED,
322.88,2,10,2021-05-25 01:21:43,+27.07732,-82.43868,19,12.5,272.1,+5.8,01:21:42,TEXT,ACK,B/U BATT TEST NEEDED,
487.94,1,10,2021-05-25 01:24:28,+27.07368,-82.43979,32,0.0,330.5,+5.8,01:24:27,TEXT,HIDE,BATT VOLTS LOW,
487.94,1,10,2021-05-25 01:24:28,+27.07368,-82.43979,32,0.0,330.5,+5.8,01:24:27,AUDIO,STOP,EMS_VOLTAGE,
516.94,1,10,2021-05-25 01:24:57,+27.07368,-82.43980,34,0.0,330.5,+5.8,01:24:56,TEXT,SHOW,BATT VOLTS LOW,
516.94,1,10,2021-05-25 01:24:57,+27.07368,-82.43980,34,0.0,330.5,+5.8,01:24:56,AUDIO,PLAY,EMS_VOLTAGE,
516.94,1,10,2021-05-25 01:24:57,+27.07368,-82.43980,34,0.0,330.5,+5.8,01:24:56,AUDIO,PLAY,EMS_VOLTAGE,
1101.25,2,9,2021-05-25 01:34:23,+27.06550,-82.43507,22,15.0,314.2,+5.8,01:34:41,TEXT,HIDE,BATT VOLTS LOW,
1101.25,2,9,2021-05-25 01:34:23,+27.06550,-82.43507,22,15.0,314.2,+5.8,01:34:41,AUDIO,STOP,EMS_VOLTAGE,
1138.81,2,9,2021-05-25 01:35:01,+27.07202,-82.44260,225,66.7,316.4,+5.8,01:35:18,TEXT,HIDE,MAINT LOG ITEM EXPIRED,
2572.19,2,9,2021-05-25 01:58:54,+26.66354,-82.14443,3694,88.7,148.6,+6.0,01:59:12,TEXT,SHOW,ACM FAULT,
2572.19,2,9,2021-05-25 01:58:54,+26.66354,-82.14443,3694,88.7,148.6,+6.0,01:59:12,AUDIO,PLAY,EMS_GENERAL,
2572.19,2,9,2021-05-25 01:58:54,+26.66354,-82.14443,3694,88.7,148.6,+6.0,01:59:12,AUDIO,PLAY,EMS_GENERAL,
2573.50,2,9,2021-05-25 01:58:55,+26.66310,-82.14413,3692,88.9,148.4,+6.0,01:59:13,TEXT,SHOW,alertXPNDR FAIL,
2573.50,2,9,2021-05-25 01:58:55,+26.66310,-82.14413,3692,88.9,148.4,+6.0,01:59:13,AUDIO,PLAY,SYS_MESSAGE,
2573.50,2,9,2021-05-25 01:58:55,+26.66310,-82.14413,3692,88.9,148.4,+6.0,01:59:13,AUDIO,PLAY,SYS_MESSAGE,
2601.31,2,9,2021-05-25 01:59:23,+26.65333,-82.13758,3696,89.7,150.4,+6.0,01:59:41,AUDIO,PLAY,TFC_NOT_AVAIL,
2601.31,2,9,2021-05-25 01:59:23,+26.65333,-82.13758,3696,89.7,150.4,+6.0,01:59:41,TEXT,SHOW,alertADS-B IN OFFLINE,
2601.31,2,9,2021-05-25 01:59:23,+26.65333,-82.13758,3696,89.7,150.4,+6.0,01:59:41,AUDIO,PLAY,SYS_CAUTION,
2601.31,2,9,2021-05-25 01:59:23,+26.65333,-82.13758,3696,89.7,150.4,+6.0,01:59:41,AUDIO,PLAY,TFC_NOT_AVAIL,
2601.31,2,9,2021-05-25 01:59:23,+26.65333,-82.13758,3696,89.7,150.4,+6.0,01:59:41,AUDIO,PLAY,SYS_CAUTION,
2603.38,2,9,2021-05-25 01:59:25,+26.65260,-82.13712,3692,90.4,151.3,+6.0,01:59:43,TEXT,ACK,ACM FAULT,
2603.38,2,9,2021-05-25 01:59:25,+26.65260,-82.13712,3692,90.4,151.3,+6.0,01:59:43,TEXT,ACK,ADS-B IN OFFLINE,
2603.38,2,9,2021-05-25 01:59:25,+26.65260,-82.13712,3692,90.4,151.3,+6.0,01:59:43,TEXT,ACK,XPNDR FAIL,
2603.38,2,9,2021-05-25 01:59:25,+26.65260,-82.13712,3692,90.4,151.3,+6.0,01:59:43,TEXT,ACK,B/U BATT TEST NEEDED,
2621.69,2,10,2021-05-25 01:59:44,+26.64559,-82.13305,3666,92.2,153.2,+6.0,02:00:01,TEXT,HIDE,XPNDR FAIL,
2622.06,2,10,2021-05-25 01:59:44,+26.64550,-82.13300,3667,92.1,153.2,+6.0,02:00:01,AUDIO,STOP,TFC_NOT_AVAIL,
2622.06,2,10,2021-05-25 01:59:44,+26.64550,-82.13300,3667,92.1,153.2,+6.0,02:00:01,TEXT,HIDE,ADS-B IN OFFLINE,
2624.88,2,10,2021-05-25 01:59:47,+26.64445,-82.13241,3670,92.0,154.1,+6.0,02:00:04,TEXT,ACK,ACM FAULT,
2624.88,2,10,2021-05-25 01:59:47,+26.64445,-82.13241,3670,92.0,154.1,+6.0,02:00:04,TEXT,ACK,B/U BATT TEST NEEDED,
2632.19,2,10,2021-05-25 01:59:54,+26.64156,-82.13094,3697,89.8,156.0,+6.0,02:00:12,TEXT,HIDE,ACM FAULT,
2632.19,2,10,2021-05-25 01:59:54,+26.64156,-82.13094,3697,89.8,156.0,+6.0,02:00:12,AUDIO,STOP,EMS_GENERAL,
2645.19,2,10,2021-05-25 02:00:07,+26.63665,-82.12849,3708,91.1,155.1,+6.0,02:00:25,TEXT,SHOW,ACM FAULT,
2645.19,2,10,2021-05-25 02:00:07,+26.63665,-82.12849,3708,91.1,155.1,+6.0,02:00:25,AUDIO,PLAY,EMS_GENERAL,
2645.19,2,10,2021-05-25 02:00:07,+26.63665,-82.12849,3708,91.1,155.1,+6.0,02:00:25,AUDIO,PLAY,EMS_GENERAL,
2646.50,2,10,2021-05-25 02:00:08,+26.63617,-82.12824,3702,91.9,155.0,+6.0,02:00:26,TEXT,SHOW,alertXPNDR FAIL,
2646.50,2,10,2021-05-25 02:00:08,+26.63617,-82.12824,3702,91.9,155.0,+6.0,02:00:26,AUDIO,PLAY,SYS_MESSAGE,
2646.50,2,10,2021-05-25 02:00:08,+26.63617,-82.12824,3702,91.9,155.0,+6.0,02:00:26,AUDIO,PLAY,SYS_MESSAGE,
2664.62,2,10,2021-05-25 02:00:26,+26.62919,-82.12431,3676,92.3,151.3,+6.0,02:00:44,TEXT,ACK,ACM FAULT,
2664.62,2,10,2021-05-25 02:00:26,+26.62919,-82.12431,3676,92.3,151.3,+6.0,02:00:44,TEXT,ACK,XPNDR FAIL,
2664.62,2,10,2021-05-25 02:00:26,+26.62919,-82.12431,3676,92.3,151.3,+6.0,02:00:44,TEXT,ACK,B/U BATT TEST NEEDED,
2674.06,2,10,2021-05-25 02:00:36,+26.62565,-82.12218,3689,91.2,151.2,+6.0,02:00:53,AUDIO,PLAY,TFC_NOT_AVAIL,
2674.06,2,10,2021-05-25 02:00:36,+26.62565,-82.12218,3689,91.2,151.2,+6.0,02:00:53,TEXT,SHOW,alertADS-B IN OFFLINE,
2674.06,2,10,2021-05-25 02:00:36,+26.62565,-82.12218,3689,91.2,151.2,+6.0,02:00:53,AUDIO,PLAY,SYS_CAUTION,
2674.06,2,10,2021-05-25 02:00:36,+26.62565,-82.12218,3689,91.2,151.2,+6.0,02:00:53,AUDIO,PLAY,TFC_NOT_AVAIL,
2674.06,2,10,2021-05-25 02:00:36,+26.62565,-82.12218,3689,91.2,151.2,+6.0,02:00:53,AUDIO,PLAY,SYS_CAUTION,
2684.50,2,10,2021-05-25 02:00:46,+26.62173,-82.11977,3689,91.6,150.8,+6.0,02:01:04,TEXT,SHOW,alertCOM RADIO PANL OF,
2684.50,2,10,2021-05-25 02:00:46,+26.62173,-82.11977,3689,91.6,150.8,+6.0,02:01:04,AUDIO,PLAY,SYS_CAUTION,
2684.50,2,10,2021-05-25 02:00:46,+26.62173,-82.11977,3689,91.6,150.8,+6.0,02:01:04,AUDIO,PLAY,SYS_CAUTION,
2691.56,2,10,2021-05-25 02:00:53,+26.61919,-82.11813,3701,90.6,149.6,+6.0,02:01:11,TEXT,SHOW,alertROLL SERVO OFFLIN,
2691.56,2,10,2021-05-25 02:00:53,+26.61919,-82.11813,3701,90.6,149.6,+6.0,02:01:11,AUDIO,PLAY,SYS_MESSAGE,
2691.56,2,10,2021-05-25 02:00:53,+26.61919,-82.11813,3701,90.6,149.6,+6.0,02:01:11,TEXT,SHOW,alertPITCH SERVO OFFLI,
2691.56,2,10,2021-05-25 02:00:53,+26.61919,-82.11813,3701,90.6,149.6,+6.0,02:01:11,AUDIO,PLAY,SYS_MESSAGE,
2691.56,2,10,2021-05-25 02:00:53,+26.61919,-82.11813,3701,90.6,149.6,+6.0,02:01:11,AUDIO,PLAY,SYS_MESSAGE,
2691.56,2,10,2021-05-25 02:00:53,+26.61919,-82.11813,3701,90.6,149.6,+6.0,02:01:11,AUDIO,PLAY,SYS_MESSAGE,
2736.31,2,10,2021-05-25 02:01:38,+26.60247,-82.10809,3706,88.1,150.6,+6.0,02:01:56,TEXT,HIDE,COM RADIO PANL OFFLINE,
2736.31,2,10,2021-05-25 02:01:38,+26.60247,-82.10809,3706,88.1,150.6,+6.0,02:01:56,TEXT,SHOW,alertCOM XCEIVER OFFLI,
2736.31,2,10,2021-05-25 02:01:38,+26.60247,-82.10809,3706,88.1,150.6,+6.0,02:01:56,AUDIO,PLAY,SYS_CAUTION,
2736.31,2,10,2021-05-25 02:01:38,+26.60247,-82.10809,3706,88.1,150.6,+6.0,02:01:56,AUDIO,PLAY,SYS_CAUTION,
2737.62,2,10,2021-05-25 02:01:39,+26.60203,-82.10780,3706,87.9,150.6,+6.0,02:01:57,TEXT,HIDE,COM XCEIVER OFFLINE,
2738.69,2,10,2021-05-25 02:01:41,+26.60158,-82.10753,3706,87.8,150.6,+6.0,02:01:58,TEXT,HIDE,ROLL SERVO OFFLINE,
2738.69,2,10,2021-05-25 02:01:41,+26.60158,-82.10753,3706,87.8,150.6,+6.0,02:01:58,TEXT,HIDE,PITCH SERVO OFFLINE,
2776.06,2,10,2021-05-25 02:02:18,+26.58819,-82.09868,3638,89.6,147.0,+6.0,02:02:35,TEXT,ACK,ACM FAULT,
2776.06,2,10,2021-05-25 02:02:18,+26.58819,-82.09868,3638,89.6,147.0,+6.0,02:02:35,TEXT,ACK,ADS-B IN OFFLINE,
2776.06,2,10,2021-05-25 02:02:18,+26.58819,-82.09868,3638,89.6,147.0,+6.0,02:02:35,TEXT,ACK,XPNDR FAIL,
2776.06,2,10,2021-05-25 02:02:18,+26.58819,-82.09868,3638,89.6,147.0,+6.0,02:02:35,TEXT,ACK,B/U BATT TEST NEEDED,
2793.88,2,10,2021-05-25 02:02:36,+26.58210,-82.09406,3629,89.3,144.6,+6.0,02:02:53,TEXT,SHOW,alertCOM RADIO PANL OF,
2793.88,2,10,2021-05-25 02:02:36,+26.58210,-82.09406,3629,89.3,144.6,+6.0,02:02:53,AUDIO,PLAY,SYS_CAUTION,
2793.88,2,10,2021-05-25 02:02:36,+26.58210,-82.09406,3629,89.3,144.6,+6.0,02:02:53,AUDIO,PLAY,SYS_CAUTION,
2810.75,2,10,2021-05-25 02:02:53,+26.57648,-82.08956,3659,86.6,143.8,+6.0,02:03:10,TEXT,SHOW,alertROLL SERVO OFFLIN,
2810.75,2,10,2021-05-25 02:02:53,+26.57648,-82.08956,3659,86.6,143.8,+6.0,02:03:10,AUDIO,PLAY,SYS_MESSAGE,
2810.75,2,10,2021-05-25 02:02:53,+26.57648,-82.08956,3659,86.6,143.8,+6.0,02:03:10,TEXT,SHOW,alertPITCH SERVO OFFLI,
2810.75,2,10,2021-05-25 02:02:53,+26.57648,-82.08956,3659,86.6,143.8,+6.0,02:03:10,AUDIO,PLAY,SYS_MESSAGE,
2810.75,2,10,2021-05-25 02:02:53,+26.57648,-82.08956,3659,86.6,143.8,+6.0,02:03:10,AUDIO,PLAY,SYS_MESSAGE,
2810.75,2,10,2021-05-25 02:02:53,+26.57648,-82.08956,3659,86.6,143.8,+6.0,02:03:10,AUDIO,PLAY,SYS_MESSAGE,
2880.88,2,10,2021-05-25 02:04:03,+26.55317,-82.07059,3654,90.5,146.2,+6.0,02:04:20,TEXT,HIDE,COM RADIO PANL OFFLINE,
2880.88,2,10,2021-05-25 02:04:03,+26.55317,-82.07059,3654,90.5,146.2,+6.0,02:04:20,TEXT,SHOW,alertCOM XCEIVER OFFLI,
2880.88,2,10,2021-05-25 02:04:03,+26.55317,-82.07059,3654,90.5,146.2,+6.0,02:04:20,AUDIO,PLAY,SYS_CAUTION,
2880.88,2,10,2021-05-25 02:04:03,+26.55317,-82.07059,3654,90.5,146.2,+6.0,02:04:20,AUDIO,PLAY,SYS_CAUTION,
2881.88,2,10,2021-05-25 02:04:04,+26.55282,-82.07033,3652,90.9,146.3,+6.0,02:04:21,TEXT,HIDE,ROLL SERVO OFFLINE,
2881.88,2,10,2021-05-25 02:04:04,+26.55282,-82.07033,3652,90.9,146.3,+6.0,02:04:21,TEXT,HIDE,PITCH SERVO OFFLINE,
2882.19,2,10,2021-05-25 02:04:04,+26.55264,-82.07020,3651,91.0,146.2,+6.0,02:04:22,TEXT,HIDE,COM XCEIVER OFFLINE,
2882.56,2,10,2021-05-25 02:04:04,+26.55255,-82.07013,3649,91.1,146.3,+6.0,02:04:22,TEXT,ACK,ACM FAULT,
2882.56,2,10,2021-05-25 02:04:04,+26.55255,-82.07013,3649,91.1,146.3,+6.0,02:04:22,TEXT,ACK,ADS-B IN OFFLINE,
2882.56,2,10,2021-05-25 02:04:04,+26.55255,-82.07013,3649,91.1,146.3,+6.0,02:04:22,TEXT,ACK,XPNDR FAIL,
2882.56,2,10,2021-05-25 02:04:04,+26.55255,-82.07013,3649,91.1,146.3,+6.0,02:04:22,TEXT,ACK,B/U BATT TEST NEEDED,
2971.44,2,10,2021-05-25 02:05:33,+26.52395,-82.04305,3698,90.7,142.7,+6.0,02:05:51,TEXT,ACK,ACM FAULT,
2971.44,2,10,2021-05-25 02:05:33,+26.52395,-82.04305,3698,90.7,142.7,+6.0,02:05:51,TEXT,ACK,ADS-B IN OFFLINE,
2971.44,2,10,2021-05-25 02:05:33,+26.52395,-82.04305,3698,90.7,142.7,+6.0,02:05:51,TEXT,ACK,XPNDR FAIL,
2971.44,2,10,2021-05-25 02:05:33,+26.52395,-82.04305,3698,90.7,142.7,+6.0,02:05:51,TEXT,ACK,B/U BATT TEST NEEDED,
2980.44,2,10,2021-05-25 02:05:42,+26.52091,-82.04058,3712,90.3,144.4,+6.0,02:06:00,TEXT,ACK,ACM FAULT,
2980.44,2,10,2021-05-25 02:05:42,+26.52091,-82.04058,3712,90.3,144.4,+6.0,02:06:00,TEXT,ACK,ADS-B IN OFFLINE,
2980.44,2,10,2021-05-25 02:05:42,+26.52091,-82.04058,3712,90.3,144.4,+6.0,02:06:00,TEXT,ACK,XPNDR FAIL,
2980.44,2,10,2021-05-25 02:05:42,+26.52091,-82.04058,3712,90.3,144.4,+6.0,02:06:00,TEXT,ACK,B/U BATT TEST NEEDED,
3018.50,2,10,2021-05-25 02:06:20,+26.50704,-82.03079,3692,92.2,150.6,+6.0,02:06:38,TEXT,SHOW,alertCOM RADIO PANL OF,
